country,city,headline,price_value,currency,review_score,review_count,location_city,source_url,scraped_at_utc,city_key
Egypt,Cairo,White & Black desert camping tour 2 Days 1 night From Cairo,110.0,$,4.9,414,Cairo,https://www.tripadvisor.com/AttractionProductReview-g294201-d25236516-White_Black_desert_camping_tour_2_Days_1_night_From_Cairo-Cairo_Cairo_Governorate.html,2026-02-21T23:58:29.762330,Cairo
Egypt,Cairo,Gwangjang Market,89.0,$,4.2,40,Cairo,https://www.tripadvisor.com/Attraction_Review-g294197-d26617084-Reviews-Gwangjang_Market-Seoul.html,2026-02-21T23:58:41.756824,Cairo
Egypt,Cairo,"Whispers on Whiskey Row: Murder, Crime, & Ghost Tour w/Cocktail",65.0,$,4.7,167,Cairo,https://www.tripadvisor.com/AttractionProductReview-g39604-d27424014-Whispers_on_Whiskey_Row_Murder_Crime_Ghost_Tour_w_Cocktail-Louisville_Kentucky.html,2026-02-21T23:58:52.934306,Cairo
Egypt,Sharm El Sheikh,"Sharm Desert Adventure: ATV Quad, Camel Ride & Bedouin BBQ Show",40.0,$,4.4,12,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d24003343-Sharm_Desert_Adventure_ATV_Quad_Camel_Ride_Bedouin_BBQ_Show-Sharm_El_Sheikh_South_.html,2026-02-21T23:59:48.985515,Sharm El Sheikh
Egypt,Sharm El Sheikh,Blue Bubbles Sports & Tours,120.0,$,4.9,4297,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g147347-d1483356-Reviews-Blue_Bubbles_Sports_Tours-Philipsburg_Sint_Maarten_St_Martin_St_Maarten.html,2026-02-22T00:00:00.854880,Sharm El Sheikh
Egypt,Sharm El Sheikh,1 Day Tour in Cairo from Sharm El Sheikh,78.09,$,5.0,4,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27720938-1_Day_Tour_in_Cairo_from_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_S.html,2026-02-22T00:00:13.631069,Sharm El Sheikh
Egypt,Sharm El Sheikh,Buggy Safari - Sharm El Sheikh,50.46,$,4.7,44,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d25429303-Buggy_Safari_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:00:25.811724,Sharm El Sheikh
Egypt,Sharm El Sheikh,Sightseeing Golf Cart Tour of Scottsdale - 1.5 Hours,59.0,$,4.9,54,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g31350-d28985048-Sightseeing_Golf_Cart_Tour_of_Scottsdale_1_5_Hours-Scottsdale_Arizona.html,2026-02-22T00:00:36.990392,Sharm El Sheikh
Egypt,Sharm El Sheikh,Ras Um Sid,57.0,$,4.7,562,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d555007-Reviews-Ras_Um_Sid-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:00:48.322084,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Private Day from Sharm to Cairo by plane, all entrance fees, Camel, Lunch, Guide",345.0,$,4.7,330,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d23311614-Private_Day_from_Sharm_to_Cairo_by_plane_all_entrance_fees_Camel_Lunch_Guide-Sharm.html,2026-02-22T00:01:00.931906,Sharm El Sheikh
Egypt,Sharm El Sheikh,Carless Reef,199.0,$,4.6,238,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d670359-Reviews-Carless_Reef-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:01:13.551445,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Private day tour visiting Coptic, Islamic Cairo, khan Elkhalili",50.0,$,5.0,65,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g294202-d27699739-Private_day_tour_visiting_Coptic_Islamic_Cairo_khan_Elkhalili-Giza_Giza_Governorat.html,2026-02-22T00:01:26.656146,Sharm El Sheikh
Egypt,Sharm El Sheikh,Excursion to Ras Mohammed Sharm El Sheikh by bus,18.02,$,4.8,69,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d17404088-Excursion_to_Ras_Mohammed_Sharm_El_Sheikh_by_bus-Sharm_El_Sheikh_South_Sinai_Red_S.html,2026-02-22T00:01:38.588154,Sharm El Sheikh
Egypt,Sharm El Sheikh,Ras Mohamed & White Island Experience Sharm El Sheikh,24.03,$,4.8,347,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d19498521-Ras_Mohamed_White_Island_Experience_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai_Re.html,2026-02-22T00:01:49.650323,Sharm El Sheikh
Egypt,Sharm El Sheikh,Mahmya Island,124.0,$,4.5,2819,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d2331898-Reviews-Mahmya_Island-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:02:00.340754,Sharm El Sheikh
Egypt,Sharm El Sheikh,Mividaspa at Jaz Fanara Resort,37.0,$,4.9,63,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d10100749-Reviews-Mividaspa_at_Jaz_Fanara_Resort-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:02:12.866982,Sharm El Sheikh
Egypt,Sharm El Sheikh,Kandy perahera seat reservation,26.0,$,4.5,0,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g304138-d17680347-Kandy_perahera_seat_reservation-Kandy_Kandy_District_Central_Province.html,2026-02-22T00:02:24.775636,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Cairo Guided Half-Day Tour of Giza Pyramids, Sphinx",20.0,$,5.0,369,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g294201-d23890586-Cairo_Guided_Half_Day_Tour_of_Giza_Pyramids_Sphinx-Cairo_Cairo_Governorate.html,2026-02-22T00:02:36.032006,Sharm El Sheikh
Egypt,Sharm El Sheikh,Solo Spa,60.0,$,4.5,229,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d1809070-Reviews-Solo_Spa-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:02:48.714977,Sharm El Sheikh
Egypt,Sharm El Sheikh,Dubai Garden Glow,24.0,$,4.0,895,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g295424-d9802054-Reviews-Dubai_Garden_Glow-Dubai_Emirate_of_Dubai.html,2026-02-22T00:03:00.207514,Sharm El Sheikh
Egypt,Sharm El Sheikh,Desert Buggy Ride with Pickup and Guide – From Sharm El Sheikh,13.2,$,4.9,85,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g303855-d26836827-Desert_Buggy_Ride_with_Pickup_and_Guide_From_Sharm_El_Sheikh-Nabq_Bay_Sharm_El_She.html,2026-02-22T00:03:12.228665,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Ras Mohamed, White Island Trip, Two Stops Diving -Sharm El Sheikh",43.0,$,4.8,255,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27160860-Ras_Mohamed_White_Island_Trip_Two_Stops_Diving_Sharm_El_Sheikh-Sharm_El_Sheikh_Sou.html,2026-02-22T00:03:23.199098,Sharm El Sheikh
Egypt,Sharm El Sheikh,ATV Quad bike Safari In Sharm El Sheikh,22.83,$,4.7,173,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g303855-d17808333-ATV_Quad_bike_Safari_In_Sharm_El_Sheikh-Nabq_Bay_Sharm_El_Sheikh_South_Sinai_Red_S.html,2026-02-22T00:03:36.988008,Sharm El Sheikh
Egypt,Sharm El Sheikh,Sharm Club,150.0,$,4.8,1077,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d1534246-Reviews-Sharm_Club-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:03:50.851328,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Desert Sunset Safari: ATV Adventure, Camel Ride & BBQ Dinner Show",25.23,$,4.8,66,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d25419414-Desert_Sunset_Safari_ATV_Adventure_Camel_Ride_BBQ_Dinner_Show-Sharm_El_Sheikh_Sout.html,2026-02-22T00:04:03.810570,Sharm El Sheikh
Egypt,Sharm El Sheikh,Grand Adventures Tours,195.0,$,4.9,5097,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g45963-d663940-Reviews-Grand_Adventures_Tours-Las_Vegas_Nevada.html,2026-02-22T00:04:15.859003,Sharm El Sheikh
Egypt,Sharm El Sheikh,Hurghada Marina,52.0,$,4.4,4192,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d3806192-Reviews-Hurghada_Marina-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:04:29.241309,Sharm El Sheikh
Egypt,Sharm El Sheikh,Nabq Tours for Excursions in Egypt,22.8,$,5.0,815,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d15656202-Reviews-Nabq_Tours_for_Excursions_in_Egypt-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:04:40.418849,Sharm El Sheikh
Egypt,Sharm El Sheikh,"ATV Quad, Camel Ride Experience to Echo Mountain– Sharm El Sheikh",9.01,$,4.8,115,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d25984895-ATV_Quad_Camel_Ride_Experience_to_Echo_Mountain_Sharm_El_Sheikh-Sharm_El_Sheikh_So.html,2026-02-22T00:04:53.319736,Sharm El Sheikh
Egypt,Sharm El Sheikh,Mangrove Beach,18.0,$,4.3,203,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297552-d7159724-Reviews-Mangrove_Beach-Ras_Mohammed_Red_Sea_and_Sinai.html,2026-02-22T00:05:05.454423,Sharm El Sheikh
Egypt,Sharm El Sheikh,Ras Mohamed by Bus from Sharm elsheikh,22.83,$,4.9,34,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d17534402-Ras_Mohamed_by_Bus_from_Sharm_elsheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sin.html,2026-02-22T00:05:18.594954,Sharm El Sheikh
Egypt,Sharm El Sheikh,Single Quad Biking - Sharm el Sheikh,20.56,$,4.8,114,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d12990258-Single_Quad_Biking_Sharm_el_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:05:31.182644,Sharm El Sheikh
Egypt,Sharm El Sheikh,Family Buggy Sharm El Sheikh,61.67,$,4.8,105,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d16808183-Family_Buggy_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:05:43.434414,Sharm El Sheikh
Egypt,Sharm El Sheikh,Sharm El-Sheikh: Ras Muhammed & White Island By Boat & intro Dive,35.0,$,4.8,53,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27102607-Sharm_El_Sheikh_Ras_Muhammed_White_Island_By_Boat_intro_Dive-Sharm_El_Sheikh_South.html,2026-02-22T00:05:56.731521,Sharm El Sheikh
Egypt,Sharm El Sheikh,Old Market,17.0,$,3.7,1710,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d669886-Reviews-Old_Market-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:06:09.272380,Sharm El Sheikh
Egypt,Sharm El Sheikh,Ice Bar Sharm el-Sheikh,97.0,$,4.4,717,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d4020308-Reviews-Ice_Bar_Sharm_el_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:06:21.459450,Sharm El Sheikh
Egypt,Sharm El Sheikh,1 Day Tour to Petra From Sharm-el-Sheikh,290.0,$,4.3,12,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d17825719-1_Day_Tour_to_Petra_From_Sharm_el_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_S.html,2026-02-22T00:06:33.161303,Sharm El Sheikh
Egypt,Sharm El Sheikh,Turners Beach,45.0,$,4.3,443,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g1184696-d2558143-Reviews-Turners_Beach-Bolans_Saint_Mary_s_Antigua_Antigua_and_Barbuda.html,2026-02-22T00:06:45.738283,Sharm El Sheikh
Egypt,Sharm El Sheikh,Quad Biking Tour in Sharm El Sheikh Desert,26.0,$,4.8,116,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d15845497-Quad_Biking_Tour_in_Sharm_El_Sheikh_Desert-Sharm_El_Sheikh_South_Sinai_Red_Sea_and.html,2026-02-22T00:06:58.426972,Sharm El Sheikh
Egypt,Sharm El Sheikh,Mount Sinai and St Catherines Monastery from Sharm El Sheikh,43.25,$,4.8,13,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d25305813-Mount_Sinai_and_St_Catherines_Monastery_from_Sharm_El_Sheikh-Sharm_El_Sheikh_South.html,2026-02-22T00:07:09.577284,Sharm El Sheikh
Egypt,Sharm El Sheikh,Playa Mia Grand Beach Park Day Pass,45.0,$,5.0,1,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g150809-d29010647-Playa_Mia_Grand_Beach_Park_Day_Pass-Cozumel_Yucatan_Peninsula.html,2026-02-22T00:07:21.566454,Sharm El Sheikh
Egypt,Sharm El Sheikh,Sharm El Sheikh: Ras Mohammed and White Island VIP Boat Sea Trip,54.06,$,5.0,4,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27093818-Sharm_El_Sheikh_Ras_Mohammed_and_White_Island_VIP_Boat_Sea_Trip-Sharm_El_Sheikh_So.html,2026-02-22T00:07:35.231323,Sharm El Sheikh
Egypt,Sharm El Sheikh,Al Sahaba Mosque,17.0,$,4.6,196,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d16850020-Reviews-Al_Sahaba_Mosque-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:07:46.612380,Sharm El Sheikh
Egypt,Sharm El Sheikh,"The Egyptian Museum, the Citadel, Khan Khalil Bazaar & Old Cairo",5.0,$,4.9,53,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g294201-d33237335-The_Egyptian_Museum_the_Citadel_Khan_Khalil_Bazaar_Old_Cairo-Cairo_Cairo_Governora.html,2026-02-22T00:07:58.614834,Sharm El Sheikh
Egypt,Sharm El Sheikh,A Full Day Trip to cairo from Sharm El-Sheikh,49.0,$,4.5,78,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g303855-d32992760-A_Full_Day_Trip_to_cairo_from_Sharm_El_Sheikh-Nabq_Bay_Sharm_El_Sheikh_South_Sinai.html,2026-02-22T00:08:10.833262,Sharm El Sheikh
Egypt,Sharm El Sheikh,"All-inclusive Giza pyramids, sphinx,camel,lunch, Inside pyramid",29.0,$,5.0,287,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g294201-d17745499-All_inclusive_Giza_pyramids_sphinx_camel_lunch_Inside_pyramid-Cairo_Cairo_Governor.html,2026-02-22T00:08:24.175642,Sharm El Sheikh
Egypt,Sharm El Sheikh,Doran Beach,135.0,$,4.3,266,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g32091-d146948-Reviews-Doran_Beach-Bodega_Bay_Sonoma_County_California.html,2026-02-22T00:08:36.071533,Sharm El Sheikh
Egypt,Sharm El Sheikh,Diving World Sharm,248.45,$,4.9,49,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d6434318-Reviews-Diving_World_Sharm-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:08:46.617642,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Sharm El-Sheikh: Ultimate ATV Quad, Stargazing & BBQ Dinner",17.0,$,4.9,344,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27167475-Sharm_El_Sheikh_Ultimate_ATV_Quad_Stargazing_BBQ_Dinner-Sharm_El_Sheikh_South_Sina.html,2026-02-22T00:08:59.042799,Sharm El Sheikh
Egypt,Sharm El Sheikh,Guided Tour Pyramids and Sphinx and Grand Egyptian Museum,20.0,$,5.0,30,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g23527705-d34058752-Guided_Tour_Pyramids_and_Sphinx_and_Grand_Egyptian_Museum-Al_Haram_Giza_Governor.html,2026-02-22T00:09:12.020617,Sharm El Sheikh
Egypt,Sharm El Sheikh,Egyptian Lionel Richie - Supermarket,17.0,$,4.9,120,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d24980547-Reviews-Egyptian_Lionel_Richie_Supermarket-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:09:25.901696,Sharm El Sheikh
Egypt,Sharm El Sheikh,Sharm El sheikh Safari ATV Quad with Camel Ride & hotel transfer,18.0,$,4.9,275,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g303855-d33151536-Sharm_El_sheikh_Safari_ATV_Quad_with_Camel_Ride_hotel_transfer-Nabq_Bay_Sharm_El_S.html,2026-02-22T00:09:38.412587,Sharm El Sheikh
Egypt,Sharm El Sheikh,Soho Square Dancing Fountain,45.0,$,4.2,1862,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d4010193-Reviews-Soho_Square_Dancing_Fountain-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:09:49.348450,Sharm El Sheikh
Egypt,Sharm El Sheikh,Discover Cairo & the Great Pyramids – Full Day From Sharm By Bus,90.0,$,4.9,42,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d33752210-Discover_Cairo_the_Great_Pyramids_Full_Day_From_Sharm_By_Bus-Sharm_El_Sheikh_South.html,2026-02-22T00:10:03.395562,Sharm El Sheikh
Egypt,Sharm El Sheikh,El Dahar,14.0,$,3.9,481,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d553101-Reviews-El_Dahar-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:10:16.899110,Sharm El Sheikh
Egypt,Sharm El Sheikh,Sindbad Aqua Park,834.0,$,4.4,806,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d1953738-Reviews-Sindbad_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:10:30.758602,Sharm El Sheikh
Egypt,Sharm El Sheikh,Abu Tig Marina,60.0,$,4.6,1796,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297548-d623675-Reviews-Abu_Tig_Marina-El_Gouna_Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:10:44.510993,Sharm El Sheikh
Egypt,Sharm El Sheikh,Half day snorkeling trip in Ras Mohammed Sharm El Sheikh,18.02,$,4.8,49,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27097649-Half_day_snorkeling_trip_in_Ras_Mohammed_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sin.html,2026-02-22T00:10:56.406583,Sharm El Sheikh
Egypt,Sharm El Sheikh,Airport transfer from Hurghada to Marsa alam,84.1,$,4.9,194,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g311425-d15358618-Airport_transfer_from_Hurghada_to_Marsa_alam-Marsa_Alam_Red_Sea_and_Sinai.html,2026-02-22T00:11:07.345299,Sharm El Sheikh
Egypt,Sharm El Sheikh,Zouni Beach Club,50.0,$,4.5,232,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297548-d25034648-Reviews-Zouni_Beach_Club-El_Gouna_Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:11:20.274720,Sharm El Sheikh
Egypt,Sharm El Sheikh,Naples Princess,65.65,$,4.3,633,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g34467-d1580990-Reviews-Naples_Princess-Naples_Florida.html,2026-02-22T00:11:32.985423,Sharm El Sheikh
Egypt,Sharm El Sheikh,Blue Hole,22.0,$,4.5,2167,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297547-d1216598-Reviews-Blue_Hole-Dahab_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:11:45.001351,Sharm El Sheikh
Egypt,Sharm El Sheikh,"5 in 1 Safari Quad, Camel, Show, Dinner & Stargazing in Sharm",28.0,$,4.9,144,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g303855-d25293256-5_in_1_Safari_Quad_Camel_Show_Dinner_Stargazing_in_Sharm-Nabq_Bay_Sharm_El_Sheikh_.html,2026-02-22T00:11:56.790192,Sharm El Sheikh
Egypt,Sharm El Sheikh,Snorkeling and Diving to Ras Mohamed And White Island by VIP Boat,57.67,$,4.8,39,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27132369-Snorkeling_and_Diving_to_Ras_Mohamed_And_White_Island_by_VIP_Boat-Sharm_El_Sheikh_.html,2026-02-22T00:12:09.956014,Sharm El Sheikh
Egypt,Sharm El Sheikh,Half day private tour to Giza pyramids and Sphinx,70.0,$,5.0,11,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g294201-d15615627-Half_day_private_tour_to_Giza_pyramids_and_Sphinx-Cairo_Cairo_Governorate.html,2026-02-22T00:12:22.578005,Sharm El Sheikh
Egypt,Sharm El Sheikh,"ATV Quad Bike & Camel Ride, Echo Mountain – Sharm El Sheikh",6.0,$,4.9,99,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d34103933-ATV_Quad_Bike_Camel_Ride_Echo_Mountain_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai.html,2026-02-22T00:12:35.503307,Sharm El Sheikh
Egypt,Sharm El Sheikh,Dubai Massage and Moroccan Bath at Luxury Arab Spa,97.69,$,5.0,7,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g295424-d27162886-Dubai_Massage_and_Moroccan_Bath_at_Luxury_Arab_Spa-Dubai_Emirate_of_Dubai.html,2026-02-22T00:12:49.121759,Sharm El Sheikh
Egypt,Sharm El Sheikh,Giftun Islands,199.0,$,4.3,2610,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d553098-Reviews-Giftun_Islands-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:13:02.064580,Sharm El Sheikh
Egypt,Sharm El Sheikh,Desert & Water Sports Adventure Day Sharm El Sheikh,40.0,$,4.7,72,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d26692576-Desert_Water_Sports_Adventure_Day_Sharm_El_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_.html,2026-02-22T00:13:14.204480,Sharm El Sheikh
Egypt,Sharm El Sheikh,All inclusive Day Tour To Cairo From Sharm El Sheikh By Flight,340.0,$,4.9,151,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d15854110-All_inclusive_Day_Tour_To_Cairo_From_Sharm_El_Sheikh_By_Flight-Sharm_El_Sheikh_Sou.html,2026-02-22T00:13:26.984187,Sharm El Sheikh
Egypt,Sharm El Sheikh,Ras Mohammed national park by bus + Snorkeling,32.44,$,5.0,56,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27785337-Ras_Mohammed_national_park_by_bus_Snorkeling-Sharm_El_Sheikh_South_Sinai_Red_Sea_a.html,2026-02-22T00:13:39.999383,Sharm El Sheikh
Egypt,Sharm El Sheikh,Jungle Aqua Park,125.0,$,4.5,1258,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297549-d6201113-Reviews-Jungle_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html,2026-02-22T00:13:50.559823,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Sharm El-Sheikh: Ras Mohammed Park, Magic Lake & Snorkeling Tour",14.0,$,5.0,149,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d34070185-Sharm_El_Sheikh_Ras_Mohammed_Park_Magic_Lake_Snorkeling_Tour-Sharm_El_Sheikh_South.html,2026-02-22T00:14:03.384542,Sharm El Sheikh
Egypt,Sharm El Sheikh,Paris Fun Tours,81.0,$,4.6,2501,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g187147-d26320318-Reviews-Paris_Fun_Tours-Paris_Ile_de_France.html,2026-02-22T00:14:15.310520,Sharm El Sheikh
Egypt,Sharm El Sheikh,The Heavenly Cathedral,24.0,$,4.8,1125,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d2706237-Reviews-The_Heavenly_Cathedral-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:14:27.920096,Sharm El Sheikh
Egypt,Sharm El Sheikh,Victoria Beach Menaggio,361.0,$,3.8,20,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g194821-d27921991-Reviews-Victoria_Beach_Menaggio-Menaggio_Lake_Como_Lombardy.html,2026-02-22T00:14:41.609675,Sharm El Sheikh
Egypt,Sharm El Sheikh,Private City Tour and Old Market Shopping in Sharm El Sheikh,16.5,$,4.9,98,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d27538929-Private_City_Tour_and_Old_Market_Shopping_in_Sharm_El_Sheikh-Sharm_El_Sheikh_South.html,2026-02-22T00:14:55.127004,Sharm El Sheikh
Egypt,Sharm El Sheikh,Private Speedboat 2 hours - Sharm el Sheikh,137.04,$,5.0,63,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d16808184-Private_Speedboat_2_hours_Sharm_el_Sheikh-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_.html,2026-02-22T00:15:08.063368,Sharm El Sheikh
Egypt,Sharm El Sheikh,Saint Catherine's Monastery,33.0,$,4.3,578,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297554-d321382-Reviews-Saint_Catherine_s_Monastery-Saint_Catherine_Red_Sea_and_Sinai.html,2026-02-22T00:15:20.618993,Sharm El Sheikh
Egypt,Sharm El Sheikh,Grand Egyptian Museum & Pyramids & sphinx from Sharm el Sheikh,92.51,$,4.6,281,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g297555-d16795881-Grand_Egyptian_Museum_Pyramids_sphinx_from_Sharm_el_Sheikh-Sharm_El_Sheikh_South_S.html,2026-02-22T00:15:35.100844,Sharm El Sheikh
Egypt,Sharm El Sheikh,Naama Bay Beach,17.0,$,3.7,4571,Sharm El Sheikh,https://www.tripadvisor.com/Attraction_Review-g297555-d318018-Reviews-Naama_Bay_Beach-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,2026-02-22T00:15:48.310318,Sharm El Sheikh
Egypt,Sharm El Sheikh,"Egypt 8 nights:Cairo,Luxor,Aswan,Abu Simbel,Nile cruise,Balloon",1480.0,$,4.7,167,Sharm El Sheikh,https://www.tripadvisor.com/AttractionProductReview-g303853-d16878312-Egypt_8_nights_Cairo_Luxor_Aswan_Abu_Simbel_Nile_cruise_Balloon-Esna_Qena_Governor.html,2026-02-22T00:16:00.876246,Sharm El Sheikh
